"DATE","TIME PERIOD","AAA yield curve - Beta 0 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA0)","AAA yield curve - Beta 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA1)","AAA yield curve - Beta 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA2)","AAA yield curve - Beta 3 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.BETA3)","AAA yield curve - Tau 1 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU1)","AAA yield curve - Tau 2 (YC.B.U2.EUR.4F.G_N_A.SV_C_YM.TAU2)"
"2005-09-15","15 Sep 2005","4.141503","-2.115581","1.246878","-2.322770","3.950242","3.055240"
"2005-09-16","16 Sep 2005","4.160911","-2.137125","1.272132","-2.299875","3.947222","3.066244"
"2005-09-19","19 Sep 2005","4.147480","-2.124320","1.272563","-2.309189","3.968497","3.061033"
"2005-09-20","20 Sep 2005","4.090395","-2.066007","1.273575","-2.318200","4.017631","3.049969"
"2005-09-21","21 Sep 2005","4.005886","-1.976547","1.295339","-2.315867","4.039074","3.011993"
"2005-09-22","22 Sep 2005","4.013619","-1.982413","1.294426","-2.331424","4.057980","2.982199"
"2005-09-23","23 Sep 2005","4.038646","-2.017365","1.314865","-2.256923","4.023782","3.211638"
"2005-09-26","26 Sep 2005","4.113441","-2.090363","1.351089","-2.210687","4.023145","3.301243"
"2005-09-27","27 Sep 2005","4.136705","-2.116636","1.323173","-2.226853","4.039113","3.390625"
"2005-09-28","28 Sep 2005","4.104253","-2.090721","1.391826","-2.140088","3.971382","3.467550"
"2005-09-29","29 Sep 2005","4.108109","-2.094510","1.385023","-2.103896","3.883330","3.721109"
"2005-09-30","30 Sep 2005","4.094303","-2.080901","1.387969","-2.099237","3.870846","3.746461"
"2005-10-03","03 Oct 2005","4.104669","-2.101714","1.491414","-1.990893","3.839649","3.736544"
"2005-10-04","04 Oct 2005","4.099148","-2.086751","1.428588","-2.051108","3.886134","3.734295"
"2005-10-05","05 Oct 2005","4.086011","-2.075018","1.436783","-2.041228","3.869930","3.755537"
"2005-10-06","06 Oct 2005","4.159437","-2.149947","1.370158","-2.099312","3.833678","3.897451"
"2005-10-07","07 Oct 2005","4.145496","-2.102244","1.374650","-2.095390","3.786783","3.955973"
"2005-10-10","10 Oct 2005","4.187810","-2.154276","1.265333","-2.230799","3.628116","4.144136"
"2005-10-11","11 Oct 2005","4.022537","-2.115146","1.316072","-3.756017","1.154142","2.027048"
"2005-10-12","12 Oct 2005","4.060813","-2.160821","1.300874","-3.770055","1.155356","2.019463"
"2005-10-13","13 Oct 2005","4.135597","-2.211052","1.273402","-3.758750","1.217110","2.018921"
"2005-10-14","14 Oct 2005","4.131136","-2.188559","1.266205","-3.765725","1.228987","2.001959"
"2005-10-17","17 Oct 2005","4.122291","-2.191814","1.286325","-3.796697","1.114593","1.935967"
"2005-10-18","18 Oct 2005","4.132551","-2.196282","1.270307","-3.824270","1.110899","1.937321"
"2005-10-19","19 Oct 2005","4.122060","-2.178530","1.261785","-3.853139","1.166098","1.956644"
"2005-10-20","20 Oct 2005","4.163291","-2.218383","1.353876","-3.832217","1.189975","2.029466"
"2005-10-21","21 Oct 2005","4.080722","-2.172677","1.384264","-3.778365","1.176073","2.034671"
"2005-10-24","24 Oct 2005","4.072420","-2.177410","1.352775","-3.843638","1.104420","1.978433"
"2005-10-25","25 Oct 2005","4.106302","-2.208783","1.396687","-3.821268","1.092410","1.947982"
"2005-10-26","26 Oct 2005","4.173712","-2.263549","1.394993","-3.750943","1.040987","1.887149"
"2005-10-27","27 Oct 2005","4.179638","-2.256994","1.353972","-3.818591","1.001637","1.862635"
"2005-10-28","28 Oct 2005","4.165732","-2.211501","1.396500","-3.749871","1.025698","1.861573"
"2005-10-31","31 Oct 2005","4.167640","-2.220575","1.398206","-3.747675","1.026659","1.867426"
"2005-11-01","01 Nov 2005","4.142108","-2.197681","1.485117","-3.640526","1.044441","1.858033"
"2005-11-02","02 Nov 2005","4.164173","-2.212706","1.504742","-3.592493","0.993362","1.758509"
"2005-11-03","03 Nov 2005","4.162965","-2.231146","1.486037","-3.619853","0.963906","1.734227"
"2005-11-04","04 Nov 2005","4.172104","-2.235686","1.454094","-3.660046","0.959070","1.713053"
"2005-11-07","07 Nov 2005","4.163162","-2.208071","1.570101","-3.539609","0.978131","1.715782"
"2005-11-08","08 Nov 2005","4.129804","-2.159411","1.556944","-3.552343","0.945223","1.674381"
"2005-11-09","09 Nov 2005","4.142550","-2.154364","1.608353","-3.500287","0.959183","1.673991"
"2005-11-10","10 Nov 2005","4.159101","-2.190984","1.575499","-3.539043","0.910621","1.612460"
"2005-11-11","11 Nov 2005","4.140542","-2.165760","1.566307","-3.551356","0.908006","1.611839"
"2005-11-14","14 Nov 2005","4.130967","-2.134605","1.525377","-3.611572","0.873778","1.586704"
"2005-11-15","15 Nov 2005","4.176326","-2.177038","1.496359","-3.632078","0.869354","1.584039"
"2005-11-16","16 Nov 2005","4.127676","-2.107954","1.432222","-3.699668","0.902701","1.679091"
"2005-11-17","17 Nov 2005","4.130832","-2.099982","1.492264","-3.617316","0.926230","1.686559"
"2005-11-18","18 Nov 2005","4.134806","-2.053602","1.682977","-3.445463","0.949003","1.675711"
"2005-11-21","21 Nov 2005","4.139903","-2.043595","1.662500","-3.470111","0.941192","1.669842"
"2005-11-22","22 Nov 2005","4.124534","-1.999487","1.637690","-3.525512","0.964583","1.675251"
"2005-11-23","23 Nov 2005","4.105920","-1.955953","1.610206","-3.584383","0.971754","1.680854"
"2005-11-24","24 Nov 2005","4.098221","-1.917530","1.536911","-3.634227","1.092233","1.877907"
"2005-11-25","25 Nov 2005","4.078410","-1.906515","1.521504","-3.640713","0.989405","1.740052"
"2005-11-28","28 Nov 2005","4.089219","-1.914505","1.585453","-3.579171","1.025558","1.797806"
"2005-11-29","29 Nov 2005","4.087110","-1.913526","1.586317","-3.572236","1.029133","1.796276"
"2005-11-30","30 Nov 2005","4.096048","-1.929338","1.614762","-3.534801","0.995640","1.751504"
"2005-12-01","01 Dec 2005","4.051838","-1.852046","1.602129","-3.658264","1.066348","1.776150"
"2005-12-02","02 Dec 2005","4.080771","-1.890350","1.588289","-3.646226","1.075311","1.769047"
"2005-12-05","05 Dec 2005","4.073286","-1.912413","1.571628","-3.670450","0.985750","1.712874"
"2005-12-06","06 Dec 2005","4.077459","-1.905972","1.582558","-3.634558","1.080993","1.850237"
"2005-12-07","07 Dec 2005","4.050074","-1.862929","1.612114","-3.581938","1.104337","1.844837"
"2005-12-08","08 Dec 2005","4.056565","-1.876486","1.614508","-3.580400","1.082026","1.840906"
"2005-12-09","09 Dec 2005","4.075832","-1.908148","1.701956","-3.507718","1.067132","1.823423"
"2005-12-12","12 Dec 2005","4.059199","-1.905592","1.731261","-3.468516","1.063872","1.833514"
"2005-12-13","13 Dec 2005","4.031220","-1.884583","1.773322","-3.406128","1.077087","1.871311"
"2005-12-14","14 Dec 2005","4.019488","-1.846311","1.768758","-3.405913","1.130351","1.963324"
"2005-12-15","15 Dec 2005","4.009304","-1.818878","1.785634","-3.376140","1.147308","1.963910"
"2005-12-16","16 Dec 2005","3.961156","-1.754729","1.805355","-3.332101","1.163965","1.963377"
"2005-12-19","19 Dec 2005","3.939867","-1.753462","1.817810","-3.302058","1.091156","1.883907"
"2005-12-20","20 Dec 2005","3.929606","-1.739664","1.865477","-3.234622","1.119071","1.877748"
"2005-12-21","21 Dec 2005","3.937780","-1.745366","1.930938","-3.152957","1.154559","1.906056"
"2005-12-22","22 Dec 2005","3.918642","-1.733506","1.968396","-3.101896","1.157991","1.912411"
"2005-12-23","23 Dec 2005","3.868588","-1.686334","1.998435","-3.035322","1.118261","1.793084"
"2005-12-27","27 Dec 2005","3.909682","-1.723765","1.965714","-3.088140","1.213197","2.054618"
"2005-12-28","28 Dec 2005","3.880711","-1.699910","1.946027","-3.109822","1.212144","2.091583"
"2005-12-29","29 Dec 2005","3.858948","-1.705713","1.974601","-3.051972","1.126199","1.957284"
"2005-12-30","30 Dec 2005","4.032927","-1.853859","1.761230","-3.504882","1.256585","2.590688"
"2006-01-02","02 Jan 2006","4.054219","-1.918581","1.821323","-3.329259","1.074156","2.071315"
"2006-01-03","03 Jan 2006","4.033776","-1.899020","1.828248","-3.334575","1.039804","1.990848"
"2006-01-04","04 Jan 2006","3.869487","-1.689760","1.873953","-3.318881","1.043467","1.794674"
"2006-01-05","05 Jan 2006","3.836994","-1.635715","1.863029","-3.325699","1.081340","1.811729"
"2006-01-06","06 Jan 2006","3.824341","-1.624301","1.892583","-3.283691","1.105609","1.820537"
"2006-01-09","09 Jan 2006","3.776032","-1.571627","1.950755","-3.204220","1.140511","1.846499"
"2006-01-10","10 Jan 2006","3.786736","-1.580187","2.019607","-3.142508","1.173059","1.895597"
"2006-01-11","11 Jan 2006","3.785539","-1.571993","2.077133","-3.086432","1.173498","1.892549"
"2006-01-12","12 Jan 2006","3.771982","-1.544417","2.040301","-3.133519","1.203784","1.906287"
"2006-01-13","13 Jan 2006","3.774453","-1.560531","2.040807","-3.136566","1.198064","1.931107"
"2006-01-16","16 Jan 2006","3.796065","-1.569482","2.014042","-3.165261","1.205794","1.934953"
"2006-01-17","17 Jan 2006","3.798423","-1.565851","1.991373","-3.191345","1.221179","1.942079"
"2006-01-18","18 Jan 2006","3.783524","-1.541527","2.097385","-3.085001","1.287003","1.975679"
"2006-01-19","19 Jan 2006","3.863497","-1.619385","2.076138","-3.069505","1.281653","1.986871"
"2006-01-20","20 Jan 2006","3.870567","-1.628852","2.072939","-3.074647","1.274637","1.993436"
"2006-01-23","23 Jan 2006","3.906092","-1.659440","2.073140","-3.061359","1.297442","1.986891"
"2006-01-24","24 Jan 2006","3.903571","-1.669564","2.072039","-3.061936","1.278206","1.970620"
"2006-01-25","25 Jan 2006","3.931237","-1.699530","2.071907","-3.055248","1.262672","1.953575"
"2006-01-26","26 Jan 2006","4.020821","-1.777387","1.973385","-3.140322","1.289324","2.007604"
"2006-01-27","27 Jan 2006","4.032462","-1.783727","2.010048","-3.094776","1.315536","2.020645"
"2006-01-30","30 Jan 2006","4.030659","-1.780714","2.072848","-3.029415","1.335604","2.073401"
"2006-01-31","31 Jan 2006","4.025106","-1.770760","2.081108","-3.015223","1.338730","2.068871"
"2006-02-01","01 Feb 2006","4.013114","-1.756678","2.101423","-2.980824","1.330745","2.006085"
"2006-02-02","02 Feb 2006","4.003174","-1.764048","2.144592","-2.912147","1.254854","1.841283"
"2006-02-03","03 Feb 2006","4.002131","-1.758074","2.114601","-2.950672","1.256999","1.868047"
"2006-02-06","06 Feb 2006","3.981407","-1.736086","2.074708","-2.997114","1.250682","1.921943"
"2006-02-07","07 Feb 2006","4.008332","-1.742025","2.026906","-3.048183","1.276985","1.934880"
"2006-02-08","08 Feb 2006","4.014170","-1.750539","2.007881","-3.056294","1.207984","1.812093"
"2006-02-09","09 Feb 2006","4.002113","-1.724581","2.019810","-3.037366","1.218123","1.796237"
"2006-02-10","10 Feb 2006","3.958654","-1.657424","2.006419","-3.041016","1.301919","1.914304"
"2006-02-13","13 Feb 2006","4.002324","-1.704535","2.018675","-3.013651","1.317272","1.920761"
"2006-02-14","14 Feb 2006","4.031407","-1.732533","1.998947","-3.033317","1.321301","1.931019"
"2006-02-15","15 Feb 2006","3.972810","-1.680091","1.922332","-3.096656","1.093453","1.583713"
"2006-02-16","16 Feb 2006","4.070677","-1.751770","1.989056","-3.008895","1.444627","2.090817"
"2006-02-17","17 Feb 2006","4.050601","-1.727671","1.960803","-3.046190","1.457477","2.123584"
"2006-02-20","20 Feb 2006","4.020253","-1.677867","1.934092","-3.075203","1.481648","2.141199"
"2006-02-21","21 Feb 2006","4.029003","-1.686116","1.966833","-3.042519","1.456387","2.142189"
"2006-02-22","22 Feb 2006","3.985731","-1.645838","1.993472","-3.001047","1.441796","2.170472"
"2006-02-23","23 Feb 2006","4.003906","-1.670368","2.046729","-2.945691","1.421596","2.184814"
"2006-02-24","24 Feb 2006","4.023531","-1.687525","2.053022","-2.929488","1.428621","2.176632"
"2006-02-27","27 Feb 2006","4.026358","-1.692670","2.095416","-2.878709","1.425278","2.181683"
"2006-02-28","28 Feb 2006","4.017117","-1.696367","2.104242","-2.870597","1.386546","2.186446"
"2006-03-01","01 Mar 2006","4.017907","-1.688411","2.123833","-2.849268","1.396723","2.226675"
"2006-03-02","02 Mar 2006","4.011301","-1.669735","2.154193","-2.747105","1.338937","2.013266"
"2006-03-03","03 Mar 2006","4.013953","-1.667172","2.223619","-2.661458","1.362981","2.005621"
"2006-03-06","06 Mar 2006","4.016171","-1.669164","2.211642","-2.676245","1.350962","2.008468"
"2006-03-07","07 Mar 2006","4.019610","-1.675571","2.216309","-2.666244","1.340822","1.980050"
"2006-03-08","08 Mar 2006","4.092035","-1.755587","2.160797","-2.729079","1.311266","2.002361"
"2006-03-09","09 Mar 2006","4.132561","-1.793739","2.111467","-2.783887","1.303093","2.013792"
"2006-03-10","10 Mar 2006","4.194783","-1.855346","2.083399","-2.810096","1.299297","2.024069"
"2006-03-13","13 Mar 2006","4.188979","-1.856605","2.111391","-2.778472","1.287174","2.025587"
"2006-03-14","14 Mar 2006","4.167349","-1.835844","2.076978","-2.825558","1.282263","2.058808"
"2006-03-15","15 Mar 2006","4.153089","-1.827623","2.152415","-2.744898","1.307968","2.099310"
"2006-03-16","16 Mar 2006","4.143683","-1.812040","2.185355","-2.701137","1.312234","2.093831"
"2006-03-17","17 Mar 2006","4.135733","-1.816260","2.228343","-2.638059","1.257961","2.017597"
"2006-03-20","20 Mar 2006","4.111885","-1.749364","2.183524","-2.696111","1.275707","2.006030"
"2006-03-21","21 Mar 2006","4.130745","-1.768191","2.170721","-2.702456","1.246410","1.978345"
"2006-03-22","22 Mar 2006","4.091362","-1.721937","2.157428","-2.713090","1.242638","1.988029"
"2006-03-23","23 Mar 2006","4.115932","-1.738151","2.118076","-2.753261","1.232616","1.968573"
"2006-03-24","24 Mar 2006","4.122867","-1.746109","2.113563","-2.755819","1.223671","1.954482"
"2006-03-27","27 Mar 2006","4.109086","-1.718702","2.073260","-2.810902","1.212317","1.947988"
"2006-03-28","28 Mar 2006","4.147551","-1.755659","2.178929","-2.691081","1.174366","1.858903"
"2006-03-29","29 Mar 2006","4.182459","-1.781477","2.164898","-2.692449","1.151361","1.839670"
"2006-03-30","30 Mar 2006","4.207622","-1.809095","2.171147","-2.666217","1.140671","1.830006"
"2006-03-31","31 Mar 2006","4.214526","-1.812976","2.155345","-2.681283","1.129681","1.818944"
"2006-04-03","03 Apr 2006","4.229469","-1.865488","2.181249","-2.636589","1.013983","1.624859"
"2006-04-04","04 Apr 2006","4.248267","-1.873903","2.126614","-2.701600","1.015783","1.653744"
"2006-04-05","05 Apr 2006","4.316167","-1.921839","2.024816","-2.822689","1.031236","1.746289"
"2006-04-06","06 Apr 2006","4.430591","-2.116894","1.908163","-2.903642","1.124514","1.963551"
"2006-04-07","07 Apr 2006","4.528539","-2.186083","1.825390","-2.949060","1.195654","2.030080"
"2006-04-10","10 Apr 2006","4.490125","-2.152303","1.901275","-2.842992","1.218744","2.063297"
"2006-04-11","11 Apr 2006","4.440675","-2.085620","1.921613","-2.798303","1.234939","2.075938"
"2006-04-12","12 Apr 2006","4.404485","-2.058928","1.958766","-2.731633","1.243183","2.036719"
"2006-04-13","13 Apr 2006","4.488679","-2.164813","1.916570","-2.703376","1.183042","1.963819"
"2006-04-18","18 Apr 2006","4.471988","-2.195436","1.950346","-2.748492","1.096754","1.849020"
"2006-04-19","19 Apr 2006","4.472499","-2.183836","1.927332","-2.773619","1.092552","1.837423"
"2006-04-20","20 Apr 2006","4.464271","-2.148348","1.911545","-2.789256","1.102430","1.836301"
"2006-04-21","21 Apr 2006","4.457968","-2.136626","1.894619","-2.807201","1.099009","1.830836"
"2006-04-24","24 Apr 2006","4.466363","-2.146346","1.902158","-2.787162","1.096551","1.820124"
"2006-04-25","25 Apr 2006","4.450992","-2.169661","1.959979","-2.715921","0.949651","1.516905"
"2006-04-26","26 Apr 2006","4.429153","-2.160172","1.991297","-2.676215","0.870119","1.439043"
"2006-04-27","27 Apr 2006","4.453096","-2.143860","1.996376","-2.680742","0.945029","1.592813"
"2006-04-28","28 Apr 2006","4.388591","-2.055047","2.065092","-2.581301","1.002888","1.641245"
"2006-05-02","02 May 2006","4.427264","-2.096083","2.006480","-2.653251","0.969825","1.647599"
"2006-05-03","03 May 2006","4.448112","-2.125255","1.970542","-2.691311","0.968477","1.633535"
"2006-05-04","04 May 2006","4.461087","-2.133870","1.988783","-2.648113","0.972318","1.624165"
"2006-05-05","05 May 2006","4.475792","-2.128757","1.928765","-2.741046","0.982361","1.724112"
"2006-05-08","08 May 2006","4.467493","-2.122055","1.949104","-2.700882","0.978344","1.700438"
"2006-05-09","09 May 2006","4.472423","-2.118910","1.957396","-2.673319","0.952675","1.659348"
"2006-05-10","10 May 2006","4.463479","-2.106669","1.925819","-2.714944","0.950762","1.677010"
"2006-05-11","11 May 2006","4.524114","-2.172743","1.879621","-2.699176","0.930080","1.648771"
"2006-05-12","12 May 2006","4.528239","-2.169888","1.794633","-2.807279","0.887495","1.613280"
"2006-05-15","15 May 2006","4.578022","-2.198799","1.655234","-3.010511","0.874180","1.621496"
"2006-05-16","16 May 2006","4.537532","-2.147836","1.648292","-3.005699","0.886556","1.643674"
"2006-05-17","17 May 2006","4.632683","-2.228098","1.567645","-3.078564","0.896576","1.724866"
"2006-05-18","18 May 2006","4.623249","-2.199841","1.529337","-3.144462","0.914509","1.780979"
"2006-05-19","19 May 2006","4.577095","-2.167746","1.498648","-3.101601","0.867212","1.763146"
"2006-05-22","22 May 2006","4.515704","-2.112483","1.448566","-3.125723","0.842978","1.778985"
"2006-05-23","23 May 2006","4.506694","-2.105910","1.465953","-3.064891","0.850273","1.784483"
"2006-05-24","24 May 2006","4.468201","-2.063579","1.461909","-2.993852","0.872982","1.828823"
"2006-05-25","25 May 2006","4.463943","-2.041711","1.452392","-2.996648","0.883124","1.855668"
"2006-05-26","26 May 2006","4.458195","-2.032101","1.452893","-2.969301","0.890339","1.864898"
"2006-05-29","29 May 2006","4.484214","-2.059827","1.451133","-2.949427","0.888868","1.885775"
"2006-05-30","30 May 2006","4.513446","-2.088820","1.463376","-2.914611","0.874847","1.874794"
"2006-05-31","31 May 2006","4.527130","-2.103076","1.502044","-2.810607","0.885201","1.870942"
"2006-06-01","01 Jun 2006","4.537076","-2.085489","1.500517","-2.767138","0.893663","1.861480"
"2006-06-02","02 Jun 2006","4.477926","-2.023571","1.495067","-2.746009","0.903092","1.914484"
"2006-06-05","05 Jun 2006","4.479843","-2.009202","1.505012","-2.705141","0.915741","1.950041"
"2006-06-06","06 Jun 2006","4.527900","-2.050879","1.475895","-2.610983","0.920454","1.939881"
"2006-06-07","07 Jun 2006","4.555183","-2.073657","1.445533","-2.619418","0.912335","1.946798"
"2006-06-08","08 Jun 2006","4.541110","-2.077387","1.433651","-2.644377","0.948136","1.966410"
"2006-06-09","09 Jun 2006","4.508266","-2.012988","1.380088","-2.729989","0.979447","2.005055"
"2006-06-12","12 Jun 2006","4.494849","-1.988610","1.354046","-2.751335","0.967853","1.993278"
"2006-06-13","13 Jun 2006","4.476504","-1.965118","1.321585","-2.798295","0.949123","1.991255"
"2006-06-14","14 Jun 2006","4.466658","-1.954042","1.375600","-2.714576","0.965528","2.032231"
"2006-06-15","15 Jun 2006","4.499241","-1.980437","1.374574","-2.617849","0.972550","1.999339"
"2006-06-16","16 Jun 2006","4.495509","-1.973505","1.343156","-2.650409","0.959664","1.997903"
"2006-06-19","19 Jun 2006","4.503188","-1.970454","1.379604","-2.559220","0.966153","2.002652"
"2006-06-20","20 Jun 2006","4.501106","-1.985414","1.396332","-2.515121","0.949596","2.008668"
"2006-06-21","21 Jun 2006","4.541334","-2.046866","1.401993","-2.484806","0.925354","2.002874"
"2006-06-22","22 Jun 2006","4.559841","-2.055142","1.385150","-2.480469","0.932037","2.003484"
"2006-06-23","23 Jun 2006","4.591261","-2.112336","1.335114","-2.449258","0.872050","1.951048"
"2006-06-26","26 Jun 2006","4.599146","-2.107151","1.351985","-2.409083","0.869926","1.977919"
"2006-06-27","27 Jun 2006","4.584625","-2.081720","1.389045","-2.333204","0.866150","2.000332"
"2006-06-28","28 Jun 2006","4.575836","-2.078814","1.378257","-2.305224","0.862694","1.979870"
"2006-06-29","29 Jun 2006","4.557284","-2.079853","1.340970","-2.345122","0.833545","1.981418"
"2006-06-30","30 Jun 2006","4.545935","-2.053831","1.368909","-2.247759","0.853632","1.969966"
